player_name,events_played,rounds_played,rounds_played_w_shotlink,win,top_5,top_10,top_25,putt_mean,putt_rank,putt_perc_05,putt_perc_25,putt_median,putt_perc_75,putt_perc_95,putt_std_dev,arg_mean,arg_rank,arg_perc_05,arg_perc_25,arg_median,arg_perc_75,arg_perc_95,arg_std_dev,app_mean,app_rank,app_perc_05,app_perc_25,app_median,app_perc_75,app_perc_95,app_std_dev,ott_mean,ott_rank,ott_perc_05,ott_perc_25,ott_median,ott_perc_75,ott_perc_95,ott_std_dev,bs_mean,bs_rank,bs_perc_05,bs_perc_25,bs_median,bs_perc_75,bs_perc_95,bs_std_dev,t2g_mean,t2g_rank,t2g_perc_05,t2g_perc_25,t2g_median,t2g_perc_75,t2g_perc_95,t2g_std_dev,total_mean,total_rank,total_perc_05,total_perc_25,total_median,total_perc_75,total_perc_95,total_std_dev,total_no_am_mean,total_no_am_rank,total_no_am_perc_05,total_no_am_perc_25,total_no_am_median,total_no_am_perc_75,total_no_am_perc_95,total_no_am_std_dev,dist_mean,dist_rank,dist_perc_05,dist_perc_25,dist_median,dist_perc_75,dist_perc_95,dist_std_dev,acc_mean,acc_rank,acc_perc_05,acc_perc_25,acc_median,acc_perc_75,acc_perc_95,acc_std_dev
"Henley, Russell",1,4,4,0,1,1,1,0.858,12,-0.644,0.134,0.949,1.673,2.231,1.374,0.201,43,0.017,0.026,0.130,0.304,0.484,0.240,1.455,3,-1.072,-0.188,1.629,3.272,3.739,2.420,1.541,3,1.088,1.388,1.598,1.751,1.914,0.396,2.996,1,0.082,1.532,3.448,4.913,5.278,2.596,3.181,1,0.520,1.672,3.561,5.071,5.310,2.433,4.039,1,0.163,3.240,4.975,5.774,6.603,3.236,4.039,1,0.163,3.240,4.975,5.774,6.603,3.236,1.853,61,-15.685,-5.337,4.255,11.446,16.029,15.352,0.197,2,0.019,0.171,0.249,0.275,0.304,0.148
"Keefer, Johnny",1,4,4,0,1,1,1,0.856,13,-0.354,0.337,1.025,1.544,1.830,1.062,0.294,30,-0.951,-0.237,0.175,0.707,1.707,1.271,1.367,4,1.004,1.152,1.266,1.480,1.871,0.428,0.651,26,-0.215,0.303,0.682,1.030,1.471,0.798,2.017,4,0.963,1.332,1.824,2.510,3.342,1.150,2.312,4,1.218,1.449,1.983,2.845,3.865,1.316,3.168,2,1.801,1.867,2.670,3.972,5.231,1.758,3.168,2,1.801,1.867,2.670,3.972,5.231,1.758,5.967,37,-12.296,-9.012,3.001,17.980,28.381,20.282,0.069,17,-0.051,0.008,0.056,0.117,0.208,0.124
"Thorbjornsen, Michael",1,4,4,0,0,1,1,0.317,41,-0.307,-0.231,0.023,0.571,1.351,0.856,1.378,1,-0.067,0.423,1.075,2.029,3.247,1.609,0.507,34,-0.946,-0.033,0.478,1.017,1.999,1.400,0.717,18,0.018,0.165,0.585,1.137,1.601,0.782,1.224,20,0.547,0.566,0.581,1.239,2.799,1.310,2.601,2,1.338,1.883,2.555,3.273,3.929,1.236,2.918,3,1.498,1.700,2.839,4.057,4.448,1.533,2.918,3,1.498,1.700,2.839,4.057,4.448,1.533,9.217,24,1.923,8.080,11.314,12.451,13.576,6.035,0.069,18,-0.062,-0.010,0.083,0.162,0.182,0.123
"Day, Jason",1,4,4,0,0,0,1,0.558,24,-2.323,0.414,1.605,1.749,1.974,2.386,0.399,20,-0.791,-0.552,0.181,1.132,1.895,1.330,1.155,8,-0.262,0.112,1.065,2.107,2.697,1.463,0.442,39,-0.940,0.174,0.680,0.948,1.492,1.195,1.597,10,0.337,0.553,1.269,2.313,3.316,1.484,1.980,7,-0.221,-0.194,1.892,4.067,4.304,2.529,2.539,4,-2.497,0.274,3.475,5.740,6.263,4.390,2.539,4,-2.497,0.274,3.475,5.740,6.263,4.390,-8.522,115,-27.155,-10.687,-2.426,-0.260,1.577,15.355,0.054,31,-0.047,-0.027,0.039,0.121,0.178,0.112
"Schauffele, Xander",4,14,14,1,1,2,3,0.301,43,-1.699,-0.766,0.541,1.349,1.890,1.362,0.247,36,-0.812,-0.013,0.304,0.651,1.084,0.671,1.589,2,-0.624,0.186,1.942,2.688,4.100,1.664,0.318,56,-1.566,-0.810,0.554,1.307,1.935,1.301,1.907,5,-1.412,0.621,1.939,2.966,5.331,2.161,2.148,6,-1.104,0.183,2.569,3.121,5.732,2.398,2.448,5,-1.712,1.106,2.196,3.893,6.511,3.005,2.448,5,-1.712,1.106,2.196,3.893,6.511,3.005,12.567,13,-18.280,1.966,13.904,22.806,40.205,20.183,0.054,33,-0.148,-0.057,0.055,0.153,0.253,0.147
"McIlroy, Rory",8,28,26,0,5,6,7,0.619,20,-1.286,-1.093,0.875,2.013,2.640,1.419,0.392,21,-0.369,0.196,0.782,1.161,2.195,0.936,0.256,54,-1.880,-1.103,-0.233,1.032,1.859,1.446,1.095,8,-1.132,0.330,1.052,1.625,2.425,1.053,1.352,15,-2.224,-0.194,0.949,2.589,3.409,1.744,1.742,10,-2.265,0.872,1.742,3.669,3.976,1.880,2.260,6,-2.458,1.098,1.932,4.024,5.945,2.473,2.260,6,-2.458,1.098,1.932,4.024,5.945,2.473,23.340,1,8.421,17.313,23.522,25.376,35.147,7.603,0.015,64,-0.205,-0.008,0.014,0.078,0.192,0.091
"Scheffler, Scottie",3,10,10,0,0,2,2,-0.346,91,-2.144,-0.967,-0.399,0.102,1.619,1.353,0.519,13,-0.249,0.061,0.349,0.714,1.735,0.716,1.358,5,-0.974,0.179,1.489,2.696,3.341,1.644,0.673,23,-0.618,0.173,0.785,1.426,1.579,0.856,2.032,3,-0.893,0.703,2.036,3.560,4.754,2.120,2.544,3,-0.456,1.761,2.468,3.874,4.882,1.960,2.198,7,-0.533,1.811,1.954,3.309,4.413,1.891,2.198,7,-0.533,1.811,1.954,3.309,4.413,1.891,2.472,53,-12.527,-4.124,4.671,10.583,14.484,10.321,0.050,38,-0.114,-0.039,0.003,0.111,0.292,0.148
"Gotterup, Chris",3,10,10,1,1,1,2,0.570,23,-3.256,-0.128,0.869,1.556,3.533,2.517,0.335,25,-0.937,-0.257,0.583,0.993,1.118,0.814,0.287,52,-0.707,-0.553,0.036,0.991,1.767,0.990,0.848,12,-0.932,0.424,0.887,1.502,2.313,1.210,1.134,22,-1.259,0.237,1.186,2.040,3.353,1.707,1.468,18,-2.022,0.982,1.721,2.748,3.811,2.108,2.037,8,-4.693,1.226,2.265,4.229,7.000,4.373,2.037,8,-4.693,1.226,2.265,4.229,7.000,4.373,11.042,16,-5.552,5.156,13.251,16.264,25.909,11.690,-0.072,111,-0.260,-0.112,-0.076,-0.018,0.114,0.131
"Rahm, Jon",3,10,8,0,0,2,2,0.362,36,-1.500,-0.978,0.130,1.603,2.640,1.675,0.656,6,-0.713,0.160,0.368,0.529,3.000,1.522,0.035,70,-2.645,-0.897,0.844,1.051,1.680,1.733,0.933,11,0.150,0.792,0.926,1.269,1.561,0.529,0.968,26,-1.242,0.243,1.148,2.016,2.671,1.514,1.616,12,-1.225,0.676,1.834,2.625,4.126,2.006,1.973,9,-2.316,0.538,1.487,4.687,5.403,2.947,1.973,9,-2.316,0.538,1.487,4.687,5.403,2.947,10.785,18,-12.011,3.261,12.210,16.773,32.514,16.564,0.005,72,-0.072,-0.055,-0.032,0.056,0.136,0.086
"Kim, Tom",4,14,14,1,1,1,3,0.160,52,-1.170,-0.610,-0.073,0.570,2.343,1.140,0.106,54,-0.860,-0.308,0.118,0.394,1.207,0.668,1.303,6,-1.423,0.085,1.045,2.932,3.991,1.876,0.360,47,-0.856,0.027,0.147,1.075,1.626,0.864,1.663,9,-1.592,0.181,1.082,3.703,5.257,2.362,1.764,9,-1.776,0.091,1.873,3.928,4.948,2.452,1.924,10,-1.934,-0.320,2.232,3.976,5.437,2.803,1.924,10,-1.934,-0.320,2.232,3.976,5.437,2.803,3.339,48,-15.606,-4.987,-0.929,5.727,29.251,15.548,0.062,25,-0.100,-0.014,0.025,0.128,0.278,0.132
