player_id,Player,final_vts,tier,VenueFit,FormScore,w_venue,w_form,sample_bin,comp_adjustment_vts,debut_flag,debut_penalty_vts,AP1,AP2,AP3,AP4,AP1_penalty,AP2_penalty,AP3_penalty,AP4_penalty,anti_pattern_penalties_vts_total
47420,Jake Knapp,60.45048113401354,T3,65.95366914012294,52.19569912484944,0.6,0.4,20to39,0.0,False,0.0,False,False,False,False,0.0,0.0,0.0,0.0,0.0
46046,Scottie Scheffler,70.08810799013284,T2,68.17289688537737,72.96092464726604,0.6,0.4,20to39,0.0,False,0.0,False,False,False,False,0.0,0.0,0.0,0.0,0.0
28237,Rory McIlroy,,T5,70.61589612864249,,0.55,0.45,lt20,0.0,False,0.0,False,False,False,False,0.0,0.0,0.0,0.0,0.0
50525,Collin Morikawa,60.78057038253504,T3,69.63390820274714,49.95982415783135,0.55,0.45,lt20,0.0,False,0.0,False,False,False,False,0.0,0.0,0.0,0.0,0.0
60004,Jacob Bridgeman,70.89781302440824,T2,68.7290745631682,74.1509207162683,0.6,0.4,20to39,0.0,False,0.0,False,False,False,False,0.0,0.0,0.0,0.0,0.0
52453,Nicolai Højgaard,,T5,63.2597543932942,,0.6,0.4,20to39,0.0,False,0.0,False,False,False,False,0.0,0.0,0.0,0.0,0.0
57366,Cameron Young,79.1601741980295,T5,66.34482792386729,98.38319360927282,0.6,0.4,20to39,0.0,False,0.0,False,False,False,False,0.0,0.0,0.0,0.0,0.0
48081,Xander Schauffele,73.58680207852923,T2,63.48761785081851,88.73557842009532,0.6,0.4,20to39,0.0,False,0.0,False,False,False,False,0.0,0.0,0.0,0.0,0.0
59095,Chris Gotterup,60.81782403982339,T3,62.87650773922001,57.72979849072846,0.6,0.4,20to39,0.0,False,0.0,False,False,False,False,0.0,0.0,0.0,0.0,0.0
40098,Matt Fitzpatrick,77.62082306786266,T2,67.83922929528322,92.29321372673184,0.6,0.4,20to39,0.0,False,0.0,False,False,False,False,0.0,0.0,0.0,0.0,0.0
37378,Min Woo Lee,64.64952625422868,T5,66.71798062028743,61.54684470514056,0.6,0.4,20to39,0.0,False,0.0,False,False,False,False,0.0,0.0,0.0,0.0,0.0
34098,Russell Henley,61.08639055825017,T3,62.51706244574062,58.9403827270145,0.6,0.4,20to39,0.0,False,0.0,False,False,False,False,0.0,0.0,0.0,0.0,0.0
60386,Sudarshan Yellamaraju,71.17970349254227,T2,64.5871425384924,81.0685449236171,0.6,0.4,20to39,0.0,False,0.0,False,False,False,False,0.0,0.0,0.0,0.0,0.0
32839,Hideki Matsuyama,,T5,62.36455983185324,,0.6,0.4,20to39,0.0,False,0.0,False,False,False,False,0.0,0.0,0.0,0.0,0.0
51634,Sahith Theegala,52.78139375418533,T3,57.08360862432672,46.32807144897324,0.6,0.4,20to39,0.0,False,0.0,False,False,False,False,0.0,0.0,0.0,0.0,0.0
