time_period,stat,player_name,50_100_fw_shot_count,50_100_fw_value,100_150_fw_shot_count,100_150_fw_value,150_200_fw_shot_count,150_200_fw_value,over_200_fw_shot_count,over_200_fw_value,under_150_rgh_shot_count,under_150_rgh_value,over_150_rgh_shot_count,over_150_rgh_value
l12_months,sg per shot,"Nyholm, Pontus",46,0.017,115,-0.005,177,-0.039,85,-0.017,109,-0.093,84,0.015
l12_months,sg per shot,"Rozner, Antoine",14,-0.022,80,-0.005,113,0.003,51,0.051,31,0.032,27,0.027
l12_months,sg per shot,"Mullinax, Trey",29,0.107,82,-0.005,120,0.02,53,-0.025,63,0.025,36,0.096
l12_months,sg per shot,"Silverman, Ben",50,-0.032,187,-0.006,205,0.01,107,-0.036,57,0.095,67,-0.036
l12_months,sg per shot,"Collet, Tyler",13,-0.058,39,-0.006,null,null,null,null,null,null,22,-0.034
l12_months,sg per shot,"Woodland, Gary",101,0.014,230,-0.007,363,0.012,179,0.081,136,0.01,118,0.005
l12_months,sg per shot,"Ortiz, Carlos",72,-0.001,183,-0.007,249,-0.012,126,-0.008,102,0.046,95,0.045
l12_months,sg per shot,"Stevens, Sam",113,0.036,321,-0.007,467,0.014,211,-0.037,174,0.029,135,0.012
l12_months,sg per shot,"Pieters, Thomas",71,0.021,179,-0.007,203,0.015,106,0.041,90,0.018,66,0.02
l12_months,sg per shot,"Perez, Victor",58,-0.1,208,-0.007,329,-0.005,155,0.069,101,0.044,84,-0.012
l12_months,sg per shot,"Brennan, Michael",91,0.064,235,-0.008,337,-0.018,156,0.084,131,0.006,86,-0.005
l12_months,sg per shot,"Dufner, Jason",14,0.124,50,-0.008,48,-0.02,null,null,23,-0.072,null,null
l12_months,sg per shot,"Potgieter, Aldrich",67,-0.017,170,-0.008,265,-0.004,139,0.057,128,-0.057,119,0.018
l12_months,sg per shot,"Cummins, Quade",20,-0.023,92,-0.008,91,-0.045,39,-0.183,37,0.053,31,-0.021
l12_months,sg per shot,"Canter, Laurie",50,0.026,204,-0.009,234,-0.01,120,0.037,74,0.04,64,-0.007
l12_months,sg per shot,"List, Luke",35,-0.127,88,-0.009,133,-0.039,72,-0.004,52,0.031,42,0.035
l12_months,sg per shot,"Detry, Thomas",53,-0.024,221,-0.01,272,0.018,142,0.047,98,0.012,89,0.021
l12_months,sg per shot,"DeChambeau, Bryson",68,0.01,208,-0.01,251,0.015,143,0.063,97,-0.032,76,-0.016
l12_months,sg per shot,"Smith, Cameron",60,-0.064,219,-0.01,266,-0.045,127,-0.014,108,0.013,114,0.018
l12_months,sg per shot,"Novak, Andrew",133,0.05,262,-0.01,497,0.018,248,0.01,151,-0.048,189,0.037
l12_months,sg per shot,"Hadwin, Adam",43,-0.041,150,-0.01,175,-0.025,83,0.024,54,-0.085,51,-0.092
l12_months,sg per shot,"Davis, Cam",40,0.046,132,-0.01,240,-0.024,97,-0.063,74,0.025,106,-0.079
l12_months,sg per shot,"Higgs, Harry",48,-0.004,139,-0.011,190,-0.03,99,0.02,74,0.038,52,0.012
l12_months,sg per shot,"Ramey, Chad",88,0.038,281,-0.011,368,-0.032,162,-0.015,132,-0.046,120,-0.033
l12_months,sg per shot,"Brown, Blades",22,-0.089,90,-0.011,114,0.058,55,-0.008,32,0.032,37,-0.006
l12_months,sg per shot,"Song, Younghan",33,0,143,-0.011,230,-0.025,107,0.008,58,0.004,44,-0.017
l12_months,sg per shot,"Kim, Minkyu",46,-0.024,144,-0.012,178,-0.089,91,-0.119,75,-0.063,62,-0.131
l12_months,sg per shot,"Tringale, Cameron",58,0.096,179,-0.012,225,-0.016,116,0.014,78,0.03,83,-0.003
l12_months,sg per shot,"Smylie, Elvis",43,0.022,165,-0.012,218,0.019,105,-0.005,75,-0.023,72,-0.039
l12_months,sg per shot,"Steele, Brendan",50,-0.024,206,-0.012,228,0.033,122,0.022,76,-0.082,67,-0.028
l12_months,sg per shot,"Schenk, Adam",98,-0.017,226,-0.013,319,-0.012,149,-0.045,152,-0.021,119,-0.004
l12_months,sg per shot,"Fishburn, Patrick",81,-0.024,222,-0.013,298,0.001,141,0.05,120,0.023,92,-0.034
l12_months,sg per shot,"Lower, Justin",43,-0.03,188,-0.013,273,-0.043,117,-0.043,69,-0.001,75,0.003
l12_months,sg per shot,"Schwartzel, Charl",61,-0.02,202,-0.014,250,-0.028,133,0.038,90,-0.04,84,0.041
l12_months,sg per shot,"Greyserman, Max",78,-0.017,234,-0.014,348,-0.005,154,0.025,148,0.019,118,-0.03
l12_months,sg per shot,"Covello, Vince",16,0.035,48,-0.014,60,-0.032,null,null,39,0.06,null,null
l12_months,sg per shot,"Kaymer, Martin",55,0.045,172,-0.015,223,-0.022,112,0.029,86,0.058,93,0.016
l12_months,sg per shot,"Lee, Danny",45,0.003,167,-0.015,222,-0.043,121,-0.095,88,0.014,76,-0.076
l12_months,sg per shot,"Svensson, Adam",70,0.018,190,-0.015,309,0.016,128,0.051,77,0.011,91,0.007
l12_months,sg per shot,"Burmester, Dean",74,0.045,184,-0.016,227,-0.028,114,-0.006,114,-0.012,84,0.007
l12_months,sg per shot,"Putnam, Andrew",78,0.047,224,-0.016,454,0.005,216,0.024,85,0.056,128,0.054
l12_months,sg per shot,"Dunlap, Nick",50,-0.044,148,-0.017,225,-0.005,109,0.045,94,-0.021,96,0.043
l12_months,sg per shot,"Pavon, Matthieu",46,-0.111,238,-0.017,319,-0.043,142,0.015,103,0.031,121,-0.014
l12_months,sg per shot,"Hossler, Beau",73,0.007,205,-0.017,297,-0.033,136,-0.037,109,-0.017,92,-0.031
l12_months,sg per shot,"McCarty, Matt",121,0.073,293,-0.018,456,0.013,212,-0.024,135,0.03,151,0.016
l12_months,sg per shot,"Kokrak, Jason",53,-0.055,208,-0.018,253,0.021,129,0.022,81,-0.067,86,-0.03
l12_months,sg per shot,"Parry, John",70,0.035,211,-0.019,319,0.047,142,0.022,92,0.063,96,0.016
l12_months,sg per shot,"Lawrence, Thriston",15,-0.225,63,-0.019,95,0.03,38,0.078,28,-0.057,20,-0.073
l12_months,sg per shot,"Kanaya, Takumi",82,0.032,318,-0.02,411,-0.071,180,-0.035,100,0.029,114,-0.026
l12_months,sg per shot,"Koepka, Brooks",69,0.055,204,-0.02,269,0.004,132,0.028,108,0.013,96,0.087
l12_months,sg per shot,"Dickson, Taylor",14,0.108,68,-0.02,85,-0.066,38,-0.024,29,-0.106,23,-0.209
l12_months,sg per shot,"Nakajima, Keita",28,-0.009,142,-0.021,184,-0.022,80,0.097,58,-0.013,66,0.108
l12_months,sg per shot,"Knapp, Jake",46,0.003,202,-0.022,278,-0.003,127,0.042,108,0.046,96,0.042
l12_months,sg per shot,"Jarvis, Casey",19,0.19,47,-0.023,85,-0.002,39,0.02,18,-0.023,30,0.062
l12_months,sg per shot,"Garcia, Sergio",76,-0.012,219,-0.023,266,0.026,146,-0.056,89,0.085,76,0.029
l12_months,sg per shot,"Mickelson, Phil",18,-0.021,59,-0.023,80,-0.076,45,0.041,32,-0.095,30,0.028
l12_months,sg per shot,"Poston, J.T.",97,-0.012,299,-0.024,449,0.005,220,0.036,101,0.043,141,0.012
l12_months,sg per shot,"Poulter, Ian",48,-0.016,201,-0.024,241,-0.024,117,0.011,71,0.023,82,0.011
l12_months,sg per shot,"Smith, Jordan",57,-0.006,208,-0.024,324,0.02,136,0.078,65,0.076,112,-0.04
l12_months,sg per shot,"Montgomery, Taylor",31,0.009,67,-0.024,100,-0.035,45,0.011,53,0.073,50,0.002
l12_months,sg per shot,"Schmid, Matti",84,-0.022,238,-0.025,373,0.004,154,0.022,149,-0.009,139,-0.022
l12_months,sg per shot,"VanDerLaan, John",46,0.053,159,-0.025,198,-0.032,85,-0.038,63,-0.054,61,-0.033
l12_months,sg per shot,"Jaeger, Stephan",81,-0.005,248,-0.025,333,0.013,176,-0.046,153,0.067,150,0.011
l12_months,sg per shot,"Oosthuizen, Louis",58,-0.022,215,-0.026,232,0.008,120,0.004,70,-0.005,64,-0.019
l12_months,sg per shot,"Garnett, Brice",73,-0.046,238,-0.026,304,-0.012,124,0.036,71,0.007,101,-0.025
l12_months,sg per shot,"Ventura, Kristoffer",62,-0.105,186,-0.026,217,-0.057,107,0.012,85,-0.022,67,0.009
l12_months,sg per shot,"Malnati, Peter",56,-0.055,154,-0.027,205,-0.025,104,-0.086,128,0.049,111,-0.063
l12_months,sg per shot,"Dumont De Chassart, Adrien",62,-0.05,174,-0.027,250,0,117,0.075,106,-0.008,115,-0.001
l12_months,sg per shot,"Finau, Tony",89,-0.012,296,-0.027,392,0.011,185,-0.035,139,-0.038,172,0.019
l12_months,sg per shot,"Kjettrup, Frederik",14,0.047,45,-0.028,48,-0.071,null,null,14,-0.013,19,0.121
l12_months,sg per shot,"Kim, Chan",43,-0.012,165,-0.028,203,0.009,98,0.03,65,-0.01,62,-0.024
l12_months,sg per shot,"Saddier, Adrien",44,0.016,156,-0.029,241,-0.025,99,-0.03,68,0.021,77,-0.006
l12_months,sg per shot,"Gordon, Will",21,-0.061,69,-0.029,117,-0.004,45,-0.055,39,-0.1,31,-0.081
l12_months,sg per shot,"Crowe, Trace",24,0.034,76,-0.029,75,-0.035,41,0.011,36,-0.058,21,-0.061
l12_months,sg per shot,"Stenson, Henrik",19,-0.022,66,-0.029,74,0.06,37,-0.009,11,0.015,null,null
l12_months,sg per shot,"Penge, Marco",46,-0.013,113,-0.03,188,-0.057,87,-0.008,98,0.025,74,-0.004
l12_months,sg per shot,"English, Harris",90,0.055,313,-0.03,489,0.004,262,0.033,125,0,139,0.003
l12_months,sg per shot,"Masaveu, Luis",50,-0.006,161,-0.03,162,-0.045,87,-0.014,66,-0.072,68,0.016
l12_months,sg per shot,"Kim, S.H.",29,-0.131,95,-0.031,162,-0.031,55,-0.031,40,0.029,64,-0.034
l12_months,sg per shot,"Hardy, Nick",37,-0.018,93,-0.031,151,0.008,65,-0.085,67,0.016,46,-0.021
l12_months,sg per shot,"Ford, David",37,-0.011,182,-0.031,234,0.01,92,0.045,52,0.008,55,-0.041
l12_months,sg per shot,"Velo, Kevin",23,0.094,54,-0.032,83,0.001,32,0.047,41,-0.024,19,-0.16
l12_months,sg per shot,"Hughes, Mackenzie",75,0.004,260,-0.033,343,-0.017,158,-0.044,135,-0.022,131,-0.029
l12_months,sg per shot,"Vegas, Jhonattan",62,-0.049,216,-0.033,349,0.004,171,-0.021,130,0.026,139,0.002
l12_months,sg per shot,"Niemann, Joaquin",76,0.022,227,-0.034,246,0.059,147,0.053,107,0.04,71,0.073
l12_months,sg per shot,"Howell III, Charles",62,-0.006,200,-0.034,213,-0.034,113,-0.01,91,-0.016,59,0.057
l12_months,sg per shot,"Campbell, Brian",96,-0.007,218,-0.034,412,-0.018,204,0.002,83,-0.038,136,-0.071
l12_months,sg per shot,"Tosti, Alejandro",37,0.069,132,-0.035,170,-0.145,90,-0.034,68,0.097,84,-0.055
l12_months,sg per shot,"Castillo, Ricky",81,-0.075,244,-0.035,381,-0.028,153,-0.046,144,0.06,132,0.013
l12_months,sg per shot,"Roy, Kevin",99,0.045,297,-0.037,383,-0.047,167,0.018,115,-0.021,111,-0.01
l12_months,sg per shot,"Cook, Austin",16,-0.027,52,-0.037,71,-0.103,36,-0.099,22,0.024,23,0.094
l12_months,sg per shot,"Hirata, Kensei",32,-0.114,164,-0.038,253,-0.038,106,0.015,51,-0.006,69,-0.053
l12_months,sg per shot,"Ballester, Jose Luis",57,-0.005,181,-0.038,186,-0.023,115,0.079,108,0.005,67,-0.095
l12_months,sg per shot,"Endycott, Harrison",19,-0.101,53,-0.038,72,-0.027,null,null,22,-0.066,21,0.13
l12_months,sg per shot,"Walker, Danny",90,0.008,181,-0.039,295,-0.017,135,-0.081,153,0.068,134,-0.023
l12_months,sg per shot,"Lee, Richard",46,-0.006,173,-0.04,168,0.017,83,-0.024,65,0.027,51,-0.102
l12_months,sg per shot,"Campbell, Ben",65,-0.024,199,-0.04,246,-0.048,129,-0.067,60,0.051,61,-0.018
l12_months,sg per shot,"Norgaard, Niklas",41,0.003,57,-0.041,103,0.017,43,-0.057,51,-0.103,27,-0.018
l12_months,sg per shot,"Palmer, Ryan",18,-0.003,88,-0.041,103,-0.206,33,-0.078,45,0.067,29,-0.066
l12_months,sg per shot,"Martin, Ben",35,0.033,100,-0.043,131,-0.053,64,0.074,51,0.03,40,-0.049
l12_months,sg per shot,"NeSmith, Matt",null,null,41,-0.043,50,-0.088,null,null,20,-0.051,null,null
l12_months,sg per shot,"Stanger, Jimmy",40,-0.051,120,-0.045,176,-0.131,74,-0.129,72,0.055,61,-0.012
l12_months,sg per shot,"Whaley, Vince",73,0.128,206,-0.045,318,-0.052,140,-0.074,155,0.068,134,-0.067
l12_months,sg per shot,"Johnson, Dustin",72,0.015,250,-0.046,302,0.003,159,0.023,113,0,124,-0.017
l12_months,sg per shot,"James, Ben",22,-0.108,67,-0.047,96,0.019,46,0.091,19,-0.088,null,null
l12_months,sg per shot,"Grace, Branden",52,-0.021,196,-0.047,234,0.013,103,0.007,78,0.061,73,0.121
l12_months,sg per shot,"Puig, David",68,-0.002,198,-0.047,234,-0.027,133,-0.002,137,0.003,87,-0.024
l12_months,sg per shot,"Springer, Hayden",34,0.07,113,-0.049,147,-0.067,58,0.035,69,-0.023,59,0.027
l12_months,sg per shot,"Horsfield, Sam",36,-0.059,200,-0.05,217,-0.101,112,-0.06,98,-0.092,85,-0.058
l12_months,sg per shot,"Cone, Trevor",33,-0.133,74,-0.051,98,-0.018,49,0.064,39,0.042,29,-0.031
l12_months,sg per shot,"Albertson, Anders",null,null,42,-0.054,57,-0.028,null,null,29,-0.138,null,null
l12_months,sg per shot,"Shipley, Neal",52,0.088,145,-0.054,232,-0.006,99,0.035,69,-0.044,46,-0.133
l12_months,sg per shot,"Moore, Taylor",81,0.044,221,-0.054,294,-0.055,146,0.035,138,-0.018,122,-0.031
l12_months,sg per shot,"Campos, Rafael",34,-0.024,189,-0.054,198,-0.008,111,-0.039,81,0.017,94,0.096
l12_months,sg per shot,"Pereira, Mito",16,0.006,43,-0.054,null,null,null,null,16,-0.099,null,null
l12_months,sg per shot,"Capan III, Frankie",20,-0.036,72,-0.057,93,-0.08,33,-0.029,57,-0.022,53,-0.012
l12_months,sg per shot,"Hoffman, Charley",28,-0.104,73,-0.057,121,0.013,59,-0.072,43,0.035,49,-0.041
l12_months,sg per shot,"Smyth, Trav",21,-0.108,57,-0.061,56,0.078,28,0.031,46,0.02,35,-0.04
l12_months,sg per shot,"Paul, Jeremy",41,-0.019,112,-0.061,137,-0.118,64,-0.005,60,0.083,59,-0.112
l12_months,sg per shot,"Willett, Danny",32,0.175,88,-0.063,145,-0.049,79,-0.037,40,0.028,62,-0.08
l12_months,sg per shot,"Herbert, Lucas",60,0.006,174,-0.063,226,0.041,119,0.081,130,-0.019,72,0.057
l12_months,sg per shot,"Griffin, Lanto",50,-0.017,160,-0.064,245,-0.014,115,0.01,83,0.098,77,0.043
l12_months,sg per shot,"Kang, Jeffrey",48,0.051,92,-0.066,177,0.002,77,-0.101,68,0.108,80,0.012
l12_months,sg per shot,"Neergaard-Petersen, Rasmus",48,-0.089,135,-0.066,250,0.012,108,0.063,69,-0.042,73,-0.038
l12_months,sg per shot,"Lamprecht, Christo",54,-0.119,107,-0.068,144,-0.158,77,-0.106,86,-0.037,78,-0.004
l12_months,sg per shot,"Surratt, Caleb",62,-0.089,209,-0.069,235,-0.043,125,0.043,105,-0.015,78,-0.028
l12_months,sg per shot,"Im, Sungjae",70,0.074,265,-0.069,440,-0.069,235,0.003,127,-0.022,130,-0.021
l12_months,sg per shot,"Vincent, Scott",30,-0.067,143,-0.07,190,0,92,0.04,73,0.001,55,0.008
l12_months,sg per shot,"Wolff, Matthew",58,-0.034,163,-0.07,211,-0.072,104,0.003,95,0.008,89,-0.003
l12_months,sg per shot,"Widing, Tim",21,-0.185,39,-0.07,56,-0.033,28,0.019,23,-0.004,null,null
l12_months,sg per shot,"Hoey, Rico",111,0.013,297,-0.07,424,0.018,201,0.104,167,0.035,147,0.056
l12_months,sg per shot,"Riedel, Matthew",18,-0.093,73,-0.071,85,-0.017,34,0.02,31,-0.027,null,null
l12_months,sg per shot,"Jones, Matt",19,-0.112,42,-0.071,null,null,null,null,13,0.045,null,null
l12_months,sg per shot,"Hadley, Chesson",17,0.027,49,-0.075,71,0.049,null,null,16,-0.159,null,null
l12_months,sg per shot,"Del Solar, Cristobal",null,null,47,-0.079,65,-0.049,null,null,42,0.052,31,-0.036
l12_months,sg per shot,"Sargent, Gordon",59,0.02,122,-0.083,181,-0.141,90,-0.117,105,-0.041,58,-0.096
l12_months,sg per shot,"Chandler, Will",23,0.041,73,-0.084,72,-0.018,30,-0.163,26,-0.061,28,-0.077
l12_months,sg per shot,"Champ, Cameron",24,-0.037,82,-0.085,105,0.009,52,-0.017,44,-0.064,22,-0.034
l12_months,sg per shot,"Howell, Mason",18,-0.23,50,-0.091,75,-0.027,33,0.052,23,-0.006,20,-0.118
l12_months,sg per shot,"Hahn, James",17,-0.024,40,-0.092,56,-0.017,null,null,24,0.022,23,-0.083
l12_months,sg per shot,"Brehm, Ryan",27,-0.033,43,-0.093,57,-0.094,null,null,27,-0.021,24,0.089
l12_months,sg per shot,"Laird, Martin",25,-0.043,75,-0.096,84,-0.112,36,0.021,34,0.049,28,-0.031
l12_months,sg per shot,"Ogletree, Andy",16,-0.071,45,-0.096,null,null,null,null,13,0.041,null,null
l12_months,sg per shot,"Tabuena, Miguel",23,-0.023,139,-0.115,197,-0.114,89,-0.01,68,0.017,80,0.01
l12_months,sg per shot,"Fang, Ethan",13,-0.126,null,null,null,null,null,null,16,0.029,null,null
l12_months,sg per shot,"Valdes, Brendan",null,null,null,null,null,null,null,null,12,-0.108,null,null
l12_months,sg per shot,"Meeks, Kye",null,null,null,null,null,null,null,null,12,0.005,null,null
l12_months,sg per shot,"Repetto Taylor, Rocco",null,null,null,null,null,null,null,null,17,-0.016,null,null
l12_months,sg per shot,"Russell, Miles",14,-0.025,null,null,null,null,null,null,22,-0.036,null,null
l12_months,sg per shot,"Watts, Tyler",null,null,null,null,null,null,null,null,11,0.16,null,null
l12_months,sg per shot,"Townsend, Hugo",null,null,null,null,null,null,null,null,12,-0.033,null,null
l12_months,sg per shot,"Petronzio, Nathan",null,null,null,null,null,null,null,null,12,-0.167,null,null
l12_months,sg per shot,"Matthews, Justin",null,null,null,null,null,null,null,null,14,-0.054,null,null
l12_months,sg per shot,"Kaneko, Kota",13,-0.034,null,null,51,-0.121,null,null,null,null,19,-0.115
l12_months,sg per shot,"Hastings, Justin",null,null,null,null,null,null,null,null,17,0.089,null,null
l12_months,sg per shot,"Couples, Fred",11,-0.301,null,null,null,null,null,null,null,null,null,null
l12_months,sg per shot,"Gonzalez, Emilio",12,0.111,null,null,54,-0.088,null,null,17,0.003,28,-0.121
l12_months,sg per shot,"Mun, Doyeob",16,0.124,null,null,null,null,null,null,23,-0.082,null,null
l12_months,sg per shot,"Knous, Jim",13,-0.059,null,null,null,null,null,null,null,null,null,null
l12_months,sg per shot,"Lee, S.T.",null,null,null,null,48,-0.1,null,null,15,0.11,21,-0.151
l12_months,sg per shot,"Higa, Kazuki",null,null,null,null,null,null,null,null,null,null,20,-0.023
l12_months,sg per shot,"Sullivan, Andy",null,null,null,null,null,null,null,null,11,-0.047,null,null
l12_months,sg per shot,"Streb, Robert",11,0.021,null,null,null,null,28,0.016,19,-0.073,20,0.011
l12_months,sg per shot,"Lee, K.H.",16,0.043,null,null,null,null,null,null,11,0.035,20,-0.022
l12_months,sg per shot,"Kisner, Kevin",null,null,null,null,55,-0.046,29,0.047,15,-0.026,null,null
l12_months,sg per shot,"Noh, S.Y.",14,0.005,null,null,48,-0.051,null,null,null,null,null,null
l12_months,sg per shot,"Burgoon, Bronson",null,null,null,null,null,null,null,null,24,-0.046,null,null
l12_months,sg per shot,"Lemke, Niklas",null,null,null,null,null,null,null,null,11,0.033,null,null
l12_months,sg per shot,"Wiesberger, Bernd",12,0.12,null,null,null,null,null,null,null,null,null,null
l12_months,sg per shot,"Reavie, Chez",null,null,null,null,null,null,null,null,17,0.154,null,null
l12_months,sg per shot,"Watney, Nick",null,null,null,null,null,null,null,null,11,-0.114,null,null
