time_period,stat,player_name,50_100_fw_shot_count,50_100_fw_value,100_150_fw_shot_count,100_150_fw_value,150_200_fw_shot_count,150_200_fw_value,over_200_fw_shot_count,over_200_fw_value,under_150_rgh_shot_count,under_150_rgh_value,over_150_rgh_shot_count,over_150_rgh_value
l12_months,sg per shot,"Molinari, Francesco",null,null,56,0.086,92,0.067,40,0.067,12,-0.256,null,null
l12_months,sg per shot,"Fitzpatrick, Alex",44,-0.01,111,0.082,190,0.025,101,0.038,50,0.103,50,0.016
l12_months,sg per shot,"Bramlett, Joseph",15,-0.051,53,0.081,73,0.009,null,null,29,0.007,null,null
l12_months,sg per shot,"Kohles, Ben",46,0.049,196,0.075,259,0.015,134,0.049,43,0.122,47,0.048
l12_months,sg per shot,"Aberg, Ludvig",77,0.07,287,0.07,392,0.004,192,0.031,127,0.053,114,0.03
l12_months,sg per shot,"Hovland, Viktor",75,0.064,229,0.065,393,0.058,224,-0.006,87,0.009,121,0.01
l12_months,sg per shot,"Burns, Sam",132,0.062,349,0.065,436,0.016,226,0.033,140,0.05,143,-0.025
l12_months,sg per shot,"Simpson, Webb",41,0.052,125,0.065,170,-0.055,69,0.052,69,-0.031,69,-0.035
l12_months,sg per shot,"Bridgeman, Jacob",106,0.001,370,0.065,523,0.03,278,-0.02,140,0.038,172,-0.013
l12_months,sg per shot,"Blanchet, Chandler",68,-0.007,182,0.065,282,-0.037,136,0.046,74,-0.046,73,-0.058
l12_months,sg per shot,"Henley, Russell",86,0.057,291,0.064,452,0.033,214,0.051,88,0.041,93,-0.042
l12_months,sg per shot,"Johnson, Zach",35,0.034,95,0.063,134,-0.067,59,0.068,15,0.01,23,-0.034
l12_months,sg per shot,"Duncan, Tyler",16,0.179,78,0.062,73,0.052,53,-0.084,14,0.011,19,-0.096
l12_months,sg per shot,"Cantlay, Patrick",81,0.034,243,0.06,373,0.032,200,0.035,132,-0.003,119,0.023
l12_months,sg per shot,"Morikawa, Collin",71,0.08,262,0.059,397,0.045,193,0.089,90,0.036,93,0.022
l12_months,sg per shot,"Gomez, Fabian",null,null,70,0.057,89,0.014,67,-0.065,17,0.052,null,null
l12_months,sg per shot,"Conners, Corey",73,0.012,334,0.057,484,0.046,246,0.061,111,0.011,140,-0.028
l12_months,sg per shot,"Kirk, Chris",72,0.09,233,0.057,329,0,156,0.056,117,0.02,108,0.004
l12_months,sg per shot,"Noh, S.Y.",18,-0.055,42,0.054,73,-0.021,39,0.068,12,-0.114,19,0.038
l12_months,sg per shot,"Rai, Aaron",59,-0.105,262,0.054,389,0.049,197,0.061,58,0.06,73,-0.052
l12_months,sg per shot,"Salinda, Isaiah",44,-0.017,125,0.053,160,0.007,78,-0.041,57,-0.07,47,-0.001
l12_months,sg per shot,"Lowry, Shane",85,0.076,276,0.05,365,0.017,190,0.043,101,0.057,131,0.02
l12_months,sg per shot,"Kim, Tom",81,0.033,275,0.049,459,0.022,186,0.004,127,0.036,136,0.049
l12_months,sg per shot,"Koivun, Jackson",19,-0.175,83,0.049,96,0.091,52,0.04,30,-0.037,25,-0.143
l12_months,sg per shot,"Stout, Preston",18,-0.097,56,0.047,78,0.02,42,0.026,24,-0.121,21,-0.028
l12_months,sg per shot,"Smotherman, Austin",54,0.038,166,0.046,314,0.026,123,0.068,62,0.043,82,0.059
l12_months,sg per shot,"Casey, Paul",46,0.037,152,0.045,189,0.077,100,0.07,66,-0.138,58,0.083
l12_months,sg per shot,"Harman, Brian",105,0.074,298,0.045,473,0.008,262,0.034,144,-0.001,136,-0.013
l12_months,sg per shot,"Ryder, Sam",68,0.039,207,0.044,314,0.016,123,-0.011,97,0.047,91,0.009
l12_months,sg per shot,"Thomas, Justin",78,0.02,261,0.044,376,-0.03,186,-0.003,138,0.007,121,0.001
l12_months,sg per shot,"Reed, Patrick",41,0.059,105,0.044,134,0.064,63,0.044,41,0.076,54,-0.013
l12_months,sg per shot,"Munoz, Sebastian",63,-0.014,207,0.043,229,0.034,124,0.051,71,-0.024,53,0.012
l12_months,sg per shot,"Keefer, Johnny",98,0.044,276,0.043,364,0.039,159,-0.024,146,0.042,116,0.001
l12_months,sg per shot,"Waring, Paul",23,0.014,58,0.042,85,-0.043,39,-0.055,28,0.045,37,0.033
l12_months,sg per shot,"Sigg, Greyson",20,0.078,108,0.041,115,-0.004,41,0.091,30,0.037,34,0.042
l12_months,sg per shot,"Snedeker, Brandt",67,0.024,222,0.04,324,-0.009,133,-0.033,76,0.084,86,-0.048
l12_months,sg per shot,"Rose, Justin",70,0.112,225,0.04,348,0.002,200,0.028,85,0.151,121,0.021
l12_months,sg per shot,"Ewart, A.J.",76,0.009,191,0.039,295,0.023,144,-0.036,115,0.015,93,0.006
l12_months,sg per shot,"Ghim, Doug",90,0.034,252,0.039,347,-0.022,142,-0.012,111,-0.012,79,-0.052
l12_months,sg per shot,"Gerard, Ryan",75,0.022,337,0.038,485,0.011,217,0.051,117,0.065,152,-0.003
l12_months,sg per shot,"Buckley, Hayden",16,0.084,62,0.038,89,0.005,31,-0.023,30,0.018,null,null
l12_months,sg per shot,"Horschel, Billy",76,0.015,247,0.037,376,0.024,167,0.028,116,0.049,137,-0.062
l12_months,sg per shot,"Chatfield, Davis",52,0.004,150,0.037,220,-0.02,118,0.035,44,-0.074,53,-0.081
l12_months,sg per shot,"Watson, Bubba",56,0.084,191,0.037,242,0.006,122,-0.053,95,-0.035,59,-0.065
l12_months,sg per shot,"Kim, Si Woo",108,0.023,313,0.036,514,0.071,287,0.094,123,-0.012,135,-0.004
l12_months,sg per shot,"Goodwin, Noah",31,0.06,114,0.036,127,0.014,52,-0.06,26,-0.038,37,-0.105
l12_months,sg per shot,"Scheffler, Scottie",110,0.088,308,0.036,431,0.049,225,0.037,110,0.011,130,0.055
l12_months,sg per shot,"Suber, Jackson",77,-0.089,235,0.036,335,-0.027,154,0.066,123,-0.026,99,0.06
l12_months,sg per shot,"Hojgaard, Nicolai",84,0.087,240,0.036,331,0.019,173,0.061,143,-0.052,149,0.087
l12_months,sg per shot,"Kitayama, Kurt",103,-0.015,343,0.035,479,0.043,219,0.055,138,0.008,179,0.063
l12_months,sg per shot,"Byrd, Jonathan",32,0.069,101,0.035,111,-0.083,72,-0.065,27,0.035,37,0.044
l12_months,sg per shot,"Bhatia, Akshay",92,0.023,284,0.035,425,0.023,223,0.022,156,0.05,163,0.031
l12_months,sg per shot,"Berger, Daniel",80,0.065,233,0.034,391,0.022,207,0.036,96,0.066,135,0.025
l12_months,sg per shot,"Meissner, Mac",86,-0.021,333,0.034,442,0.023,196,0.034,125,0.003,156,0.008
l12_months,sg per shot,"Matsuyama, Hideki",83,0.08,311,0.034,475,0.034,255,0.061,149,0.041,186,-0.009
l12_months,sg per shot,"Theegala, Sahith",99,0.019,351,0.033,466,0.008,212,0.061,175,-0.008,203,-0.007
l12_months,sg per shot,"Kuchar, Matt",79,0.012,182,0.033,270,-0.033,107,-0.03,80,0.028,75,0.057
l12_months,sg per shot,"Kizzire, Patton",63,0.007,201,0.033,278,-0.033,126,-0.038,106,0.027,114,-0.03
l12_months,sg per shot,"Bland, Richard",62,0.002,201,0.033,222,-0.038,106,0.052,71,-0.008,79,0.048
l12_months,sg per shot,"Hubbard, Mark",63,-0.037,269,0.032,405,0.002,163,0.046,136,0.023,112,-0.068
l12_months,sg per shot,"Piercy, Scott",14,-0.235,45,0.031,55,-0.065,29,-0.077,20,0.123,null,null
l12_months,sg per shot,"Kim, Michael",106,0.041,298,0.03,423,-0.009,228,-0.024,153,0.077,161,0.006
l12_months,sg per shot,"Fox, Ryan",70,0.014,283,0.03,341,-0.024,183,0.032,128,0.068,154,0.049
l12_months,sg per shot,"McNealy, Maverick",110,0.006,304,0.03,421,-0.017,243,0.019,161,-0.011,159,0.006
l12_months,sg per shot,"Hojgaard, Rasmus",83,-0.049,203,0.03,254,-0.014,120,0.028,130,0.001,134,-0.004
l12_months,sg per shot,"An, Byeong Hun",79,-0.032,174,0.029,215,-0.027,112,0.009,151,0.072,92,-0.085
l12_months,sg per shot,"Streb, Robert",18,-0.173,49,0.029,64,-0.104,44,-0.015,21,-0.067,26,0.014
l12_months,sg per shot,"Redman, Doc",13,0.222,47,0.028,63,0.052,null,null,19,-0.015,null,null
l12_months,sg per shot,"Hatton, Tyrrell",72,-0.005,235,0.028,273,0.009,161,0.028,117,0.053,110,-0.049
l12_months,sg per shot,"Dahmen, Joel",81,0.038,248,0.027,379,-0.008,178,0.026,103,0.023,72,0.079
l12_months,sg per shot,"Villegas, Camilo",54,0.096,149,0.027,230,-0.025,111,-0.094,91,0.049,85,-0.069
l12_months,sg per shot,"Na, Kevin",16,-0.027,46,0.026,null,null,null,null,12,0.008,null,null
l12_months,sg per shot,"Fitzpatrick, Matt",75,0.099,295,0.026,457,0.039,227,0.082,83,0.073,125,0.021
l12_months,sg per shot,"Scott, Adam",69,0.104,245,0.026,356,0.049,181,0.022,96,0.038,136,0.025
l12_months,sg per shot,"Young, Cameron",92,0.073,361,0.026,409,0.04,241,0.001,147,0.105,129,0.038
l12_months,sg per shot,"McIlroy, Rory",53,0.009,197,0.026,232,-0.001,135,0.086,125,0.003,93,0.075
l12_months,sg per shot,"Thompson, Davis",89,0.049,278,0.026,343,0.022,162,-0.04,128,-0.017,96,0.023
l12_months,sg per shot,"Clanton, Luke",52,0.031,237,0.025,314,0,144,0.002,98,0.02,112,0.002
l12_months,sg per shot,"Hoge, Tom",124,0.044,324,0.025,474,-0.018,229,0.036,162,0.029,180,0.032
l12_months,sg per shot,"Smalley, Alex",96,0.033,329,0.025,445,0.003,195,0.054,131,0.065,147,-0.001
l12_months,sg per shot,"Wu, Dylan",44,0.031,190,0.024,260,-0.012,110,0.018,84,0.046,86,-0.024
l12_months,sg per shot,"Bryant, Davis",null,null,43,0.023,null,null,null,null,null,null,null,null
l12_months,sg per shot,"Peterson, Paul",65,0.065,161,0.022,241,-0.044,120,0.068,55,0.037,46,-0.034
l12_months,sg per shot,"Taylor, Nick",96,0.026,331,0.022,476,0.02,247,0.009,140,0.038,159,-0.022
l12_months,sg per shot,"Bradley, Keegan",89,-0.032,302,0.021,447,0.004,237,0.051,153,0.033,126,-0.027
l12_months,sg per shot,"Meronk, Adrian",52,-0.075,177,0.021,239,0,112,0.011,102,-0.05,92,-0.008
l12_months,sg per shot,"Straka, Sepp",79,0.054,243,0.021,397,0.02,197,0.032,94,0.001,132,-0.024
l12_months,sg per shot,"Norlander, Henrik",16,0.024,97,0.021,159,-0.016,63,-0.087,44,0.011,49,0.062
l12_months,sg per shot,"Noren, Alex",78,-0.058,246,0.02,433,-0.018,220,0.034,106,0.042,136,0.045
l12_months,sg per shot,"Gotterup, Chris",141,0.031,350,0.02,426,0.02,251,0.007,189,0.073,201,0.013
l12_months,sg per shot,"Spieth, Jordan",107,0.083,273,0.02,441,-0.026,214,-0.009,170,0.067,144,-0.016
l12_months,sg per shot,"Riley, Davis",78,-0.026,236,0.019,302,-0.028,131,-0.083,138,0.005,157,-0.013
l12_months,sg per shot,"Merritt, Troy",38,-0.091,104,0.019,148,-0.009,73,0.003,66,-0.033,39,-0.2
l12_months,sg per shot,"Cauley, Bud",100,0.074,296,0.019,452,0.042,218,0.037,117,-0.061,166,-0.004
l12_months,sg per shot,"Onishi, Kaito",19,-0.046,55,0.018,77,-0.037,33,0.066,31,0.001,21,-0.072
l12_months,sg per shot,"Cole, Eric",70,0.056,268,0.018,396,0.017,190,0.002,192,0.009,179,0.04
l12_months,sg per shot,"McKibbin, Tom",59,0.025,227,0.018,310,0,141,-0.038,98,0.003,63,-0.06
l12_months,sg per shot,"Rosenmueller, Thomas",49,-0.009,136,0.017,163,0.043,88,0.035,61,0.002,37,0.114
l12_months,sg per shot,"Schauffele, Xander",60,0.026,249,0.017,371,0.022,182,0.044,116,0.038,130,0.035
l12_months,sg per shot,"Grillo, Emiliano",67,-0.029,306,0.016,428,0.01,202,0.049,107,0.008,100,-0.018
l12_months,sg per shot,"Clark, Wyndham",90,0.065,275,0.015,368,0.021,184,0.077,148,0.104,153,-0.038
l12_months,sg per shot,"Eckroat, Austin",69,-0.05,229,0.014,332,0.048,151,0.024,120,0.065,115,-0.051
l12_months,sg per shot,"Bauchou, Zach",64,0.105,176,0.014,291,0.017,138,0.023,112,-0.004,109,0.044
l12_months,sg per shot,"Vilips, Karl",71,0.081,222,0.014,329,-0.014,122,0.049,139,0.001,140,-0.035
l12_months,sg per shot,"Blair, Zac",76,0.094,174,0.014,271,-0.021,138,0.122,67,0.015,68,0.013
l12_months,sg per shot,"Glover, Lucas",88,0.135,269,0.013,365,0.01,184,-0.041,81,0.093,102,0.044
l12_months,sg per shot,"Lahiri, Anirban",49,-0.067,199,0.013,217,-0.06,119,-0.001,91,0.007,52,-0.069
l12_months,sg per shot,"McDowell, Graeme",53,-0.032,209,0.013,241,0.002,122,0.042,103,0.006,71,-0.02
l12_months,sg per shot,"Power, Seamus",60,-0.001,280,0.012,405,-0.043,156,0.03,115,0.041,112,-0.061
l12_months,sg per shot,"Brown, Dan",61,0.097,129,0.012,221,-0.011,107,0.07,83,0.023,73,-0.001
l12_months,sg per shot,"Mitchell, Keith",128,0.028,274,0.012,369,0.032,211,0.002,200,0.026,143,0.01
l12_months,sg per shot,"Hall, Harry",101,0.113,274,0.012,404,-0.027,214,0.007,135,0.007,150,-0.006
l12_months,sg per shot,"MacIntyre, Robert",85,-0.019,324,0.011,453,-0.018,220,0.014,156,0.034,151,-0.007
l12_months,sg per shot,"Bezuidenhout, Christiaan",87,0.124,282,0.011,409,0.006,199,0.001,112,0.024,121,0.018
l12_months,sg per shot,"Fowler, Rickie",77,-0.008,311,0.011,431,0,211,0.048,122,0.034,145,0.02
l12_months,sg per shot,"Thornberry, Braden",20,0.048,67,0.01,86,-0.087,32,-0.054,45,-0.004,31,-0.061
l12_months,sg per shot,"Rahm, Jon",80,0.116,245,0.01,303,0.042,167,0.121,142,0.015,90,0.035
l12_months,sg per shot,"Ormsby, Wade",14,-0.042,65,0.01,70,-0.132,28,-0.122,19,0.112,null,null
l12_months,sg per shot,"Todd, Brendon",24,-0.11,53,0.01,76,-0.206,35,-0.209,23,-0.08,27,-0.051
l12_months,sg per shot,"Hisatsune, Ryo",113,0.003,391,0.009,497,0,240,0.057,164,0.042,140,0.029
l12_months,sg per shot,"Yu, Kevin",93,0.017,241,0.009,333,0.021,152,0.011,119,-0.053,91,-0.067
l12_months,sg per shot,"Lipsky, David",61,0.074,222,0.009,317,0.033,161,-0.032,101,-0.008,109,-0.057
l12_months,sg per shot,"Dufner, Jason",17,0.054,57,0.008,60,-0.04,null,null,24,-0.079,20,0.037
l12_months,sg per shot,"Skinns, David",44,0.003,195,0.008,250,0.037,110,-0.044,76,0.031,61,0.055
l12_months,sg per shot,"Leishman, Marc",51,-0.061,175,0.007,234,-0.002,116,0.003,73,-0.037,70,0.076
l12_months,sg per shot,"Highsmith, Joe",62,0.048,306,0.007,369,-0.026,164,0.013,130,-0.008,140,-0.049
l12_months,sg per shot,"Brown, Blades",29,-0.02,114,0.006,133,0.045,67,0.012,32,0.032,42,-0.006
l12_months,sg per shot,"Higgo, Garrick",87,-0.056,266,0.006,317,0.003,154,0.003,130,-0.032,115,-0.083
l12_months,sg per shot,"McGreevy, Max",70,0.013,316,0.006,456,-0.007,206,0.053,107,-0.024,129,0.042
l12_months,sg per shot,"Uihlein, Peter",65,-0.009,175,0.006,215,-0.052,111,-0.018,163,0.037,128,0.062
l12_months,sg per shot,"Streelman, Kevin",50,0.007,173,0.006,207,-0.002,87,0.001,60,0.017,77,-0.087
l12_months,sg per shot,"Wise, Aaron",18,-0.037,100,0.005,113,-0.025,76,-0.065,42,0.011,43,0.054
l12_months,sg per shot,"Van Rooyen, Erik",64,-0.034,200,0.005,299,-0.079,126,-0.045,102,0,115,0.005
l12_months,sg per shot,"Lee, Min Woo",62,0.004,253,0.005,360,0.004,175,0.056,117,-0.03,121,-0.06
l12_months,sg per shot,"Spaun, J.J.",97,0.064,335,0.005,467,0.067,218,0.074,118,0.079,123,0.062
l12_months,sg per shot,"Rodgers, Patrick",96,-0.084,314,0.005,444,-0.001,219,0.001,169,0.011,204,0.062
l12_months,sg per shot,"Svensson, Jesper",79,0.067,175,0.005,227,-0.033,120,-0.048,103,0.062,81,-0.064
